Physician_ID,State,Primary_Specialty,ownership_interest,total_payments,number_of_payments
3370,MA,Allopathic & Osteopathic Physicians|Otolaryngology,0,9780.17,34
3371,FL,Dental Providers|Dentist,0,2040.63,32
3372,IL,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology,0,333918.88,1184
3373,LA,Allopathic & Osteopathic Physicians|Urology,0,4770.16,278
3374,MI,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Psychiatry,0,18836.99,461
3377,CA,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology,0,4400.16,55
3379,PA,Allopathic & Osteopathic Physicians|Ophthalmology,0,1153.03,53
3381,MN,Eye and Vision Services Providers|Optometrist,0,2744.84,60
3382,FL,Allopathic & Osteopathic Physicians|Internal Medicine,0,5868.94,355
3383,TN,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology,0,267122.77,748
3384,TN,Allopathic & Osteopathic Physicians|Internal Medicine|Medical Oncology,1,24068.68,1114
3385,OH,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology|Female Pelvic Medicine and Reconstructive Surgery,0,3127.41,93
3387,NJ,Allopathic & Osteopathic Physicians|Dermatology,0,7795.9,168
3388,MD,Allopathic & Osteopathic Physicians|Internal Medicine|Gastroenterology,0,9105.36,218
3389,OK,Allopathic & Osteopathic Physicians|Thoracic Surgery (Cardiothoracic Vascular Surgery),1,29921.92,513
3394,CA,Allopathic & Osteopathic Physicians|Internal Medicine|Geriatric Medicine,0,8932.45,608
3395,IL,Allopathic & Osteopathic Physicians|Internal Medicine|Clinical Cardiac Electrophysiology,0,9548.55,167
3396,NY,Allopathic & Osteopathic Physicians|Thoracic Surgery (Cardiothoracic Vascular Surgery),0,981.89,9
3397,KY,Eye and Vision Services Providers|Optometrist,0,4594.67,115
3398,KY,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,5459.51,472
3399,CO,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,1829.6200000000001,81
3400,OH,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,0,23738.12,37
3402,NC,Allopathic & Osteopathic Physicians|Orthopaedic Surgery|Orthopaedic Surgery of the Spine,0,15377.36,115
3403,AL,Allopathic & Osteopathic Physicians|Internal Medicine,0,3257.9500000000003,216
3404,ND,Eye and Vision Services Providers|Optometrist,0,1158.75,39
3405,MS,Allopathic & Osteopathic Physicians|Family Medicine,0,8123.65,235
3407,CA,Allopathic & Osteopathic Physicians|Internal Medicine|Gastroenterology,0,4154.79,150
3408,AL,Allopathic & Osteopathic Physicians|Internal Medicine|Interventional Cardiology,0,15920.56,433
3409,PA,Allopathic & Osteopathic Physicians|Internal Medicine|Clinical Cardiac Electrophysiology,0,6522.61,72
3410,MD,Dental Providers|Dentist|Oral and Maxillofacial Surgery,0,81463.63,65
3412,DE,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,3383.47,176
3414,WV,Allopathic & Osteopathic Physicians|Internal Medicine,0,2613.29,207
3416,FL,Allopathic & Osteopathic Physicians|Family Medicine,0,1257.29,71
3417,FL,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Psychiatry,0,7009.07,228
3418,MI,Allopathic & Osteopathic Physicians|Internal Medicine,0,5054.7,136
3419,AZ,Allopathic & Osteopathic Physicians|Family Medicine,0,2116.92,184
3420,WA,Allopathic & Osteopathic Physicians|Family Medicine,0,11300.73,851
3422,RI,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,0,6578.89,32
3423,AZ,Allopathic & Osteopathic Physicians|Otolaryngology,0,1774.25,53
3424,CA,Allopathic & Osteopathic Physicians|Surgery,0,7785.53,61
3425,OH,Eye and Vision Services Providers|Optometrist,0,74067.39,264
3426,OK,Dental Providers|Dentist|Prosthodontics,0,9620.17,32
3427,TX,Allopathic & Osteopathic Physicians|Dermatology,0,11002.35,679
3428,IL,Eye and Vision Services Providers|Optometrist,0,3508.88,47
3429,CA,Allopathic & Osteopathic Physicians|Internal Medicine,0,3478.93,144
3430,SC,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,625.77,28
3431,IL,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,5084.63,182
3434,TX,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,507207.57,1021
3435,MI,Eye and Vision Services Providers|Optometrist,0,4640.38,126
3436,FL,Allopathic & Osteopathic Physicians|Internal Medicine|Gastroenterology,0,2613.43,145
3437,CO,Allopathic & Osteopathic Physicians|Family Medicine,0,1866.01,118
3438,FL,Allopathic & Osteopathic Physicians|Internal Medicine,0,10377.68,430
3439,FL,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,971.9399999999999,55
3440,DE,Allopathic & Osteopathic Physicians|Family Medicine,0,6784.68,237
3441,NJ,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,4217.01,283
3442,GA,Allopathic & Osteopathic Physicians|Internal Medicine|Rheumatology,0,14695.54,948
3443,TX,Allopathic & Osteopathic Physicians|Internal Medicine|Medical Oncology,0,6733.88,260
3444,NC,Allopathic & Osteopathic Physicians|Radiology|Diagnostic Radiology,0,3508.4700000000003,36
3446,VA,Allopathic & Osteopathic Physicians|Family Medicine,0,6135.25,475
3448,OK,Allopathic & Osteopathic Physicians|Internal Medicine,0,8378.63,157
3449,AZ,Allopathic & Osteopathic Physicians|Internal Medicine,0,1180.08,61
3450,OH,Allopathic & Osteopathic Physicians|Dermatology,0,764.7,54
3451,OH,Dental Providers|Dentist|Periodontics,0,1985.8899999999999,40
3452,MS,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,2833.15,175
3454,FL,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,1678.47,37
3455,HI,Allopathic & Osteopathic Physicians|Internal Medicine,0,16871.12,823
3456,MA,Allopathic & Osteopathic Physicians|Pediatrics|Pediatric Pulmonology,0,1394.38,23
3457,CA,Allopathic & Osteopathic Physicians|Internal Medicine|Gastroenterology,0,5230.99,292
3458,AR,Allopathic & Osteopathic Physicians|Family Medicine,0,8491.55,637
3459,MI,Allopathic & Osteopathic Physicians|Internal Medicine|Gastroenterology,0,1647.94,19
3460,CA,Allopathic & Osteopathic Physicians|Family Medicine,0,11048.08,629
3461,CO,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology,1,154509.38,1173
3462,GA,Dental Providers|Dentist|Oral and Maxillofacial Surgery,0,7543.63,41
3463,GA,Allopathic & Osteopathic Physicians|Pediatrics,0,1299.23,94
3464,CA,Allopathic & Osteopathic Physicians|Internal Medicine|Infectious Disease,0,466674.56,1217
3465,NY,Allopathic & Osteopathic Physicians|Pediatrics,0,992.1,27
3466,CA,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Behavioral Neurology & Neuropsychiatry,0,1226.74,26
3467,FL,Allopathic & Osteopathic Physicians|Family Medicine,0,2034.66,125
3468,NH,Eye and Vision Services Providers|Optometrist,0,1058.73,21
3469,NC,Allopathic & Osteopathic Physicians|Internal Medicine|Gastroenterology,0,4529.71,293
3471,NJ,Allopathic & Osteopathic Physicians|Family Medicine,0,5061.61,387
3472,TX,Allopathic & Osteopathic Physicians|Family Medicine,0,1312.3,59
3473,WA,Allopathic & Osteopathic Physicians|Internal Medicine|Pulmonary Disease,0,4042.65,242
3476,CA,Allopathic & Osteopathic Physicians|Orthopaedic Surgery|Foot and Ankle Surgery,0,7957.03,116
3477,NY,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,869.2,44
3479,WA,Dental Providers|Dentist|Periodontics,0,27053.66,110
3480,CA,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology|Gynecologic Oncology,0,2007.21,15
3481,TX,Eye and Vision Services Providers|Optometrist,0,1517.53,77
3483,GA,Podiatric Medicine & Surgery Service Providers|Podiatrist,0,4005.91,74
3486,AZ,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,0,34170.24,147
3487,NY,Allopathic & Osteopathic Physicians|Surgery,0,7091.65,105
3488,KY,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,0,4343.79,53
3489,IN,Allopathic & Osteopathic Physicians|Internal Medicine|Pulmonary Disease,1,14243.32,951
3490,MD,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,8327.11,157
3492,KY,Allopathic & Osteopathic Physicians|Internal Medicine|Rheumatology,0,22095.85,1227
3493,CA,Allopathic & Osteopathic Physicians|Internal Medicine,0,18954.51,974
3495,NJ,Podiatric Medicine & Surgery Service Providers|Podiatrist,1,2263.5,54
3498,AR,Allopathic & Osteopathic Physicians|Ophthalmology,0,2367.52,34
3500,OK,Eye and Vision Services Providers|Optometrist,0,8053.54,104
3501,PA,Allopathic & Osteopathic Physicians|Neurological Surgery,0,2846.08,41
3505,MD,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,2768.92,152
3506,KY,Allopathic & Osteopathic Physicians|Internal Medicine|Interventional Cardiology,0,69030.34,585
3507,CA,Allopathic & Osteopathic Physicians|Internal Medicine|Rheumatology,0,7194.43,363
3510,KY,Allopathic & Osteopathic Physicians|Internal Medicine,0,5927.24,484
3511,WI,Eye and Vision Services Providers|Optometrist,0,8556.35,152
3512,LA,Allopathic & Osteopathic Physicians|Internal Medicine|Pulmonary Disease,0,11139.29,801
3513,IL,Allopathic & Osteopathic Physicians|Orthopaedic Surgery|Foot and Ankle Surgery,0,117443.86,46
3514,NY,Allopathic & Osteopathic Physicians|Internal Medicine,0,3443.7599999999998,243
3515,NC,Allopathic & Osteopathic Physicians|Family Medicine,0,1626.42,126
3517,TN,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,7637.42,98
3518,IL,Allopathic & Osteopathic Physicians|Pediatrics,0,5934.34,83
3520,IN,Allopathic & Osteopathic Physicians|Internal Medicine|Pulmonary Disease,0,22364.28,219
3521,OH,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,1307.3799999999999,87
3522,OH,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology,0,1142.9,36
3523,CA,Dental Providers|Dentist|Prosthodontics,1,1730,55
3524,VA,Allopathic & Osteopathic Physicians|Internal Medicine|Interventional Cardiology,0,28837.670000000002,248
3525,NC,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,845.24,47
3526,OK,Allopathic & Osteopathic Physicians|Family Medicine,0,5469.53,324
3527,NJ,Allopathic & Osteopathic Physicians|Dermatology,0,4113,41
3529,AZ,Podiatric Medicine & Surgery Service Providers|Podiatrist,0,7146.8,93
3531,FL,Allopathic & Osteopathic Physicians|Otolaryngology,0,1444.94,59
3532,WA,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,0,16094.22,122
3534,OH,Allopathic & Osteopathic Physicians|Internal Medicine,0,13155.23,909
3536,NY,Allopathic & Osteopathic Physicians|Internal Medicine|Nephrology,0,2713.94,151
3537,NY,Allopathic & Osteopathic Physicians|Pediatrics|Pediatric Gastroenterology,0,38500.56,47
3538,CA,Allopathic & Osteopathic Physicians|Pediatrics|Pediatric Endocrinology,0,1293.63,40
3541,DE,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,0,11190.56,139
3542,NY,Allopathic & Osteopathic Physicians|Pediatrics|Pediatric Hematology-Oncology,0,71863.21,33
3543,GA,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,0,1106.96,11
3544,CA,Allopathic & Osteopathic Physicians|Internal Medicine|Clinical Cardiac Electrophysiology,0,17131.95,251
3545,FL,Allopathic & Osteopathic Physicians|Internal Medicine,0,3744.8,249
3546,NE,Allopathic & Osteopathic Physicians|Family Medicine,0,2098.15,134
3547,PA,Allopathic & Osteopathic Physicians|Internal Medicine|Pulmonary Disease,0,3332.65,161
3549,FL,Allopathic & Osteopathic Physicians|Surgery|Vascular Surgery,0,3457.9,51
3550,FL,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Psychiatry,0,447060.1,1283
3551,VA,Allopathic & Osteopathic Physicians|Internal Medicine,0,714.64,39
3552,FL,Allopathic & Osteopathic Physicians|Internal Medicine|Gastroenterology,0,21588.97,407
3553,ND,Allopathic & Osteopathic Physicians|Surgery|Vascular Surgery,0,5518.26,130
3554,IL,Dental Providers|Dentist|General Practice,0,10094.48,35
3555,FL,Dental Providers|Dentist,0,508.32,18
3556,TX,Allopathic & Osteopathic Physicians|Family Medicine,0,1285.32,74
3558,TX,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,3642.45,223
3560,MA,Allopathic & Osteopathic Physicians|Family Medicine,0,9816.7,459
3562,FL,Dental Providers|Dentist,0,29550.96,45
3563,TN,Eye and Vision Services Providers|Optometrist,0,2041.9,74
3566,TX,Allopathic & Osteopathic Physicians|Internal Medicine,0,1035.94,62
3567,GA,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,6865.43,417
3568,IL,Allopathic & Osteopathic Physicians|Internal Medicine|Clinical Cardiac Electrophysiology,0,28372.21,334
3569,AZ,Allopathic & Osteopathic Physicians|Family Medicine,0,201.70000000000002,14
3570,NY,Allopathic & Osteopathic Physicians|Family Medicine,0,13094.74,775
3571,IL,Allopathic & Osteopathic Physicians|Pediatrics,0,992.75,26
3573,TN,Allopathic & Osteopathic Physicians|Internal Medicine|Gastroenterology,0,4592.52,207
3574,RI,Eye and Vision Services Providers|Optometrist,0,2023.43,45
3575,AZ,Allopathic & Osteopathic Physicians|Physical Medicine & Rehabilitation,0,2424.79,34
3576,KS,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,8839.46,123
3578,MI,Allopathic & Osteopathic Physicians|Internal Medicine|Medical Oncology,0,5326.72,22
3579,NJ,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,1,960842.34,1007
3580,NC,Allopathic & Osteopathic Physicians|Pediatrics,0,896.43,44
3584,PA,Allopathic & Osteopathic Physicians|Allergy & Immunology,0,10673.5,304
3587,CA,Allopathic & Osteopathic Physicians|Ophthalmology,0,3899.14,126
3588,FL,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,6032.32,265
3590,TX,Allopathic & Osteopathic Physicians|Surgery,0,14958.03,191
3592,OH,Allopathic & Osteopathic Physicians|Internal Medicine|Rheumatology,0,2392.4,163
3593,LA,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,16827.98,692
3596,TN,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology|Reproductive Endocrinology,0,2393.76,140
3598,GA,Allopathic & Osteopathic Physicians|Family Medicine,0,498.36,24
3599,KY,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Psychiatry,0,3022.23,178
3600,FL,Dental Providers|Dentist,0,5244.26,49
3601,WI,Dental Providers|Dentist,1,3100.03,22
3602,NY,Allopathic & Osteopathic Physicians|Internal Medicine|Hematology,0,43739.45,61
3603,SC,Allopathic & Osteopathic Physicians|Orthopaedic Surgery|Sports Medicine,0,1489.72,39
3604,MI,Allopathic & Osteopathic Physicians|Urology,0,2657.22,157
3605,NY,Allopathic & Osteopathic Physicians|Neurological Surgery,0,9367.539999999999,461
3606,AR,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,1050.99,68
3607,TX,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,0,6695.47,124
3608,NY,Allopathic & Osteopathic Physicians|Internal Medicine,0,5019.45,199
3611,MI,Allopathic & Osteopathic Physicians|Dermatology,0,878.38,67
3612,RI,Allopathic & Osteopathic Physicians|Allergy & Immunology|Allergy,0,23531.95,171
3613,TX,Allopathic & Osteopathic Physicians|Internal Medicine|Rheumatology,0,62385.44,1182
3614,MA,Allopathic & Osteopathic Physicians|Neurological Surgery,0,1948.3799999999999,110
3615,TN,Allopathic & Osteopathic Physicians|Otolaryngology|Plastic Surgery within the Head & Neck,0,2240.87,27
3616,OH,Eye and Vision Services Providers|Optometrist,0,287.16,14
3617,IL,Allopathic & Osteopathic Physicians|Internal Medicine,0,15385.78,1388
3619,PA,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,0,2371.29,32
3620,NJ,Allopathic & Osteopathic Physicians|Internal Medicine,0,679.17,21
3622,FL,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,19904.35,751
3623,CA,Allopathic & Osteopathic Physicians|Ophthalmology,0,2595.58,92
3624,TX,Allopathic & Osteopathic Physicians|Radiology|Radiation Oncology,0,1157.36,14
3625,NJ,Allopathic & Osteopathic Physicians|Internal Medicine,0,33930.13,260
3626,NY,Dental Providers|Dentist|General Practice,0,962.6800000000001,45
3627,WA,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology|Gynecology,0,3366.23,116
3629,MA,Allopathic & Osteopathic Physicians|Radiology|Radiation Oncology,0,43069.43,39
3630,TN,Podiatric Medicine & Surgery Service Providers|Podiatrist|Foot & Ankle Surgery,0,1663.58,53
3631,CA,Allopathic & Osteopathic Physicians|Dermatology,0,2735.58,111
3632,TX,Eye and Vision Services Providers|Optometrist,0,949.76,56
3633,CA,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,0,1789.43,38
3634,LA,Allopathic & Osteopathic Physicians|Family Medicine,0,4318.82,50
3635,GA,Allopathic & Osteopathic Physicians|Ophthalmology,0,5061.07,158
3636,NY,Allopathic & Osteopathic Physicians|Anesthesiology|Pain Medicine,0,401282.94,720
3637,NY,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,1429.01,62
3638,AZ,Allopathic & Osteopathic Physicians|Internal Medicine|Gastroenterology,0,4673.24,188
3639,MN,Allopathic & Osteopathic Physicians|Surgery,0,8174.82,46
3640,CA,"Allopathic & Osteopathic Physicians|Internal Medicine|Endocrinology, Diabetes & Metabolism",0,28269.98,530
3642,NE,Allopathic & Osteopathic Physicians|Surgery,0,107996.43,251
3644,TX,Allopathic & Osteopathic Physicians|Internal Medicine,0,2026.3,109
3645,CT,Allopathic & Osteopathic Physicians|Internal Medicine|Nephrology,0,502.83,11
3646,TX,Allopathic & Osteopathic Physicians|Family Medicine,0,7638.32,569
3648,MN,Dental Providers|Dentist|General Practice,0,1174.75,28
3649,NY,Allopathic & Osteopathic Physicians|Ophthalmology,0,920.51,70
3650,AZ,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology,0,21227.91,126
3651,MI,Allopathic & Osteopathic Physicians|Colon & Rectal Surgery,0,43588.39,191
3652,CT,Allopathic & Osteopathic Physicians|Urology,0,6733.71,114
3653,IL,Allopathic & Osteopathic Physicians|Family Medicine,0,12917.19,1067
3654,TN,Eye and Vision Services Providers|Optometrist,0,3109.37,94
3655,TX,Allopathic & Osteopathic Physicians|Dermatology|MOHS-Micrographic Surgery,0,15220.39,24
3656,MA,Allopathic & Osteopathic Physicians|Internal Medicine|Rheumatology,0,109025.68,140
3658,SC,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,16182.73,375
3660,VA,Allopathic & Osteopathic Physicians|Internal Medicine,0,2533.38,191
3661,TX,Allopathic & Osteopathic Physicians|Internal Medicine,0,217722.75,91
3662,CT,Allopathic & Osteopathic Physicians|Internal Medicine|Pulmonary Disease,0,2595.04,169
3663,GA,Allopathic & Osteopathic Physicians|Surgery,0,5917.28,81
3664,NY,Allopathic & Osteopathic Physicians|Family Medicine,0,1873.03,111
3665,NC,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Psychiatry,0,7647.69,301
3667,MD,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Psychiatry,0,1803.93,101
3669,MO,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology,1,8841.33,576
3670,MT,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology with Special Qualifications in Child Neurology,0,2192.53,45
3671,PR,Allopathic & Osteopathic Physicians|Surgery,0,29567.66,52
3672,NY,Allopathic & Osteopathic Physicians|Dermatology,0,10316.88,606
3673,PA,Eye and Vision Services Providers|Optometrist,0,1089.19,65
