Physician_ID,State,Primary_Specialty,ownership_interest,total_payments,number_of_payments,nature,total_of_nature,range,number_of_payment_range
3899,AZ,Ophthalmology,0,3033.68,41,Food and Beverage,2083.68,1145.1200000000001,6
3900,OH,Obstetrics & Gynecology,0,3369.58,154,Food and Beverage,3196.37,399.0300000000001,26
3901,SC,Radiology,0,1217.38,48,Food and Beverage,1201.73,388.33,13
3902,MD,Internal Medicine,0,53554.17,139,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",16200,22221.45,43
3903,FL,Psychiatry & Neurology,1,13280.86,654,Food and Beverage,11661.06,811.04,50
3904,NY,Surgery,1,191531.9,223,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",70866.86,71145.85,62
3905,NV,Internal Medicine,0,19270.15,467,Food and Beverage,18394.72,2896.4700000000003,76
3906,TX,Internal Medicine,0,1624.15,34,Food and Beverage,1292.75,454.58,12
3907,GA,Otolaryngology,0,322.64,23,Food and Beverage,322.64,76,5
3908,HI,Ophthalmology,0,27251.3,170,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",16667.5,7405.17,17
3910,AZ,Dental Providers,0,6810.9,44,Gift,2435.26,2070.99,19
3912,CA,Obstetrics & Gynecology,0,1572.96,21,Food and Beverage,1560.1,306.37,3
3913,FL,Internal Medicine,0,3804.92,130,Food and Beverage,1911.98,1708.8799999999999,14
3914,VA,Internal Medicine,0,482.32,28,Food and Beverage,482.32,146.11,9
3915,MI,Internal Medicine,0,653.78,39,Food and Beverage,595.4,155.14999999999998,10
3916,AR,Urology,0,3779.63,240,Food and Beverage,3546.22,710.9,48
3917,MI,Internal Medicine,0,5466.87,285,Food and Beverage,5356.81,870.62,52
3918,CA,Internal Medicine,0,1909281.9,2049,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",1037331.67,100343.70999999999,127
3920,CA,Neurological Surgery,0,12423.56,50,Consulting Fee,10000,9943.4,7
3921,NY,Thoracic Surgery (Cardiothoracic Vascular Surgery),0,25908.96,78,Consulting Fee,8417.470000000001,7764.96,24
3923,IL,Internal Medicine,0,8151.9,85,Food and Beverage,6024.88,2721.55,25
3924,FL,Plastic Surgery,0,7691.45,113,Gift,3200,2979.86,18
3925,IL,Urology,0,1647.12,35,Food and Beverage,992.6899999999999,951.35,9
3927,CA,Internal Medicine,0,254790,2249,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",102180,27615.82,71
3929,CA,Family Medicine,0,5349.5199999999995,154,Food and Beverage,5280.64,497.01999999999987,26
3930,GA,Internal Medicine,0,11618.42,840,Food and Beverage,11272.36,620.9199999999998,37
3931,WA,Eye and Vision Services Providers,0,1221.89,40,Food and Beverage,1083.82,305.48,9
3932,CA,Internal Medicine,0,1983.6200000000001,38,Food and Beverage,1863.63,441.34999999999997,11
3934,MO,Pediatrics,0,1828.32,92,Food and Beverage,1698.32,280.62,13
3935,CA,Orthopaedic Surgery,1,1545010.55,103,Current or prospective ownership or investment interest,1170450,528750.2100000001,7
3938,LA,Orthopaedic Surgery,0,2902.67,34,Food and Beverage,1480.9,1400.4299999999998,4
3940,MI,Internal Medicine,0,1146.99,57,Food and Beverage,944.45,537.67,30
3941,CA,Obstetrics & Gynecology,0,25638.69,215,Education,15631.07,12580.59,27
3942,VA,Family Medicine,0,7812.53,607,Food and Beverage,7452.99,562.6000000000001,70
3943,AZ,Internal Medicine,0,8492.31,217,Food and Beverage,6508.66,3143.2799999999997,35
3944,VA,Pediatrics,0,998.6,48,Food and Beverage,959.35,256.73,14
3945,PR,Orthopaedic Surgery,0,211247.32,261,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",150461.75,56934.979999999996,61
3946,TN,Internal Medicine,0,26535.49,42,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",18825,13937.93,18
3947,GA,Internal Medicine,0,16460.45,304,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",7060.07,4601.4,63
3948,IL,Emergency Medicine,0,508.71000000000004,24,Food and Beverage,508.71000000000004,204.41000000000003,5
3951,FL,Surgery,0,6966.84,46,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",3000,2076.0400000000004,14
3953,FL,Internal Medicine,0,6801.42,211,Food and Beverage,4208.79,1570.04,25
3954,CT,Internal Medicine,0,12589.68,251,Food and Beverage,7469.92,5028.68,150
3956,KY,Internal Medicine,0,12220.62,830,Food and Beverage,12092.73,643.5799999999999,32
3957,IA,Podiatric Medicine & Surgery Service Providers,0,11840.99,86,Education,5886.33,4284.38,26
3958,TX,Obstetrics & Gynecology,0,378.6,20,Food and Beverage,293.65,120.85000000000002,5
3959,IA,Family Medicine,0,2933.05,202,Food and Beverage,2738.71,532.97,33
3960,WV,Internal Medicine,0,3813.74,358,Food and Beverage,3553.52,1127.63,99
3963,NH,Dental Providers,0,362.62,10,Food and Beverage,362.62,173.93,1
3964,GA,Family Medicine,0,13492.94,1216,Food and Beverage,13200.46,1120.5399999999997,165
3965,CO,Dental Providers,0,2891.9,61,Food and Beverage,2692.9,527.0300000000001,14
3966,TX,Orthopaedic Surgery,0,25043.38,143,Education,13217.09,5700.92,36
3968,NC,Orthopaedic Surgery,0,1789.03,55,Food and Beverage,1475.97,709.83,10
3972,IA,Pediatrics,0,1011.35,69,Food and Beverage,1011.35,210.43,20
3973,FL,Obstetrics & Gynecology,0,6020.56,183,Food and Beverage,3522.92,1657.7400000000002,25
3974,CA,Surgery,0,13905.890000000001,140,Travel and Lodging,8107.17,6577.970000000001,20
3975,GA,Orthopaedic Surgery,0,6889.3,71,Travel and Lodging,4582.09,3712.14,23
3977,NY,Orthopaedic Surgery,1,21105.48,271,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",8000,11136.45,36
3978,LA,Obstetrics & Gynecology,0,6556.57,173,Food and Beverage,3122.6,3407.38,50
3979,NY,Pediatrics,0,546.64,24,Food and Beverage,546.64,134.21999999999997,7
3980,IL,Internal Medicine,0,3224.72,184,Food and Beverage,3201.66,421.91999999999996,24
3981,TX,Family Medicine,0,6447.1,164,Food and Beverage,6143.03,581.84,25
3982,TN,Internal Medicine,0,10510.58,692,Food and Beverage,10437.64,2425.21,151
3984,MD,Internal Medicine,0,7412.84,433,Food and Beverage,7400.59,728.5199999999999,44
3985,GA,Internal Medicine,0,4018.42,356,Food and Beverage,3924.53,651.6800000000001,71
3986,OK,Podiatric Medicine & Surgery Service Providers,0,4164.27,49,Food and Beverage,2944.12,1867.3399999999997,20
3987,NJ,Internal Medicine,0,9139.08,401,Food and Beverage,6931.47,2587.15,47
3988,DC,Anesthesiology,0,779.21,39,Food and Beverage,779.21,208.44,13
3989,VA,Family Medicine,0,5996.07,456,Food and Beverage,5925.54,576.0600000000002,58
3990,IL,Psychiatry & Neurology,1,18477.07,1292,Food and Beverage,15761.2,1306.63,73
3994,MD,Pediatrics,1,371.6,27,Food and Beverage,371.6,100.29,8
3996,CA,Orthopaedic Surgery,1,4626.09,137,Food and Beverage,2975.1,1297.47,24
3997,GA,Family Medicine,0,4267.08,307,Food and Beverage,4198.22,303.28999999999996,28
3999,NY,Family Medicine,0,1290.59,36,Food and Beverage,1221.59,339.05,12
4000,KS,Family Medicine,0,4204.4,267,Food and Beverage,4190.15,770.47,54
4001,FL,Urology,0,676.52,25,Food and Beverage,676.52,146.28,6
4005,MD,Eye and Vision Services Providers,0,144655.77,288,Consulting Fee,54070.54,47836.28,74
4006,FL,Internal Medicine,0,3570.64,262,Food and Beverage,3433.76,753.03,64
4007,TX,Internal Medicine,0,14283.8,571,Food and Beverage,13204.14,1954.4500000000003,70
4008,MI,Family Medicine,0,8406.08,643,Food and Beverage,8385.55,797.2099999999999,68
4009,NV,Pediatrics,0,1739.41,61,Food and Beverage,1739.41,654.9100000000001,8
4010,NV,Anesthesiology,0,9338.25,288,Food and Beverage,6247.72,1325.52,42
4012,MI,Psychiatry & Neurology,0,9064.33,29,Consulting Fee,4375,6509.67,10
4013,VA,Family Medicine,0,9957.07,762,Food and Beverage,9824.8,552.2,80
4014,MS,Psychiatry & Neurology,1,323877.41,1180,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",264901.47,61276.729999999996,127
4016,NY,Obstetrics & Gynecology,0,3299.22,85,Travel and Lodging,1707.87,1877.02,18
4017,NY,Pediatrics,0,1277.91,62,Food and Beverage,1277.91,125.93,4
4018,MD,Internal Medicine,0,12001.16,355,Food and Beverage,7091.66,2724.5499999999997,24
4021,NJ,Internal Medicine,0,88409.25,776,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",70775,28977.28,50
4022,TN,Psychiatry & Neurology,0,2338.85,154,Food and Beverage,2200.86,905.5299999999999,61
4023,CT,Internal Medicine,0,1672.22,106,Food and Beverage,1548.91,442,32
4024,TX,Pain Medicine,0,8552.63,97,Consulting Fee,4050,2437.1,15
4025,FL,Psychiatry & Neurology,1,29440.9,1246,Food and Beverage,17684.15,2641.88,129
4026,NY,Pediatrics,0,1187.8,72,Food and Beverage,1187.8,211.72,13
4028,MA,Ophthalmology,0,927.55,33,Food and Beverage,927.55,199.60000000000002,7
4029,MD,Internal Medicine,0,1998.27,50,Food and Beverage,1869.57,844.4100000000001,23
4030,NY,Ophthalmology,0,75058.47,80,Consulting Fee,62035.62,51298.9,18
4032,MA,Dermatology,0,11899.53,704,Food and Beverage,11394.95,1698.01,71
4033,AR,Family Medicine,0,10651.42,865,Food and Beverage,10425.64,898.77,67
4035,OH,Psychiatry & Neurology,0,2633.27,166,Food and Beverage,1961.28,449.94999999999993,9
4036,TX,Dental Providers,0,643.1,25,Food and Beverage,643.1,79.64,3
4037,TX,Internal Medicine,0,6562.71,144,Food and Beverage,3328.73,2988.1,31
4038,WV,Internal Medicine,0,10494.01,754,Food and Beverage,10372.9,1271.1200000000003,63
4039,IL,Obstetrics & Gynecology,0,2433.27,158,Food and Beverage,2415.12,289.23,14
4040,VA,Eye and Vision Services Providers,0,3821.71,188,Food and Beverage,3050.15,1388.9699999999998,25
4041,SC,Family Medicine,0,1147.99,88,Food and Beverage,1124.05,183.6,17
4042,PA,Internal Medicine,0,1201.84,77,Food and Beverage,1201.84,113.31,7
4043,WI,Anesthesiology,0,11147.84,211,Food and Beverage,7217.47,3377.02,47
4044,AL,Family Medicine,0,1673.14,111,Food and Beverage,1673.14,294.31,20
4045,TX,Thoracic Surgery (Cardiothoracic Vascular Surgery),0,9637.32,94,Travel and Lodging,4878.31,5840.41,30
4046,MO,Family Medicine,0,5033.74,413,Food and Beverage,4930.2,624.72,49
4047,AL,Family Medicine,0,667.52,41,Food and Beverage,667.52,171.86,5
4048,FL,Radiology,0,7719.36,97,Food and Beverage,3419.96,2811.21,16
4050,SC,Pediatrics,1,1548.34,107,Food and Beverage,1541.69,346.53999999999996,24
4051,IA,Ophthalmology,0,3689.61,37,Food and Beverage,2256.4,1207.37,15
4052,PA,Internal Medicine,0,2172.98,96,Food and Beverage,2171.09,535.93,25
4053,PR,Psychiatry & Neurology,0,16316.16,130,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",9700,9099.720000000001,33
4054,FL,Internal Medicine,0,2676.43,38,Food and Beverage,2520.05,291.03000000000003,5
4056,TX,Otolaryngology,0,723.65,30,Food and Beverage,723.65,141.28,4
4057,TX,Internal Medicine,0,13648.5,658,Food and Beverage,10005.94,3175.46,38
4058,TX,Dental Providers,0,1394.09,42,Food and Beverage,1344.09,325.77,14
4059,CA,Internal Medicine,0,88556.34,954,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",63275,17602.85,109
4060,GA,Internal Medicine,0,2954.57,102,Food and Beverage,2684.32,535.8000000000001,19
4061,CA,Psychiatry & Neurology,0,56451.2,106,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",43250,27970.670000000002,46
4062,TX,Internal Medicine,0,11557.3,302,Food and Beverage,8140.96,2148.11,42
4063,PA,Internal Medicine,0,22221.9,1261,Food and Beverage,21763.23,2012.7599999999998,66
4064,CA,Internal Medicine,0,52309.88,966,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",26242,7524.27,70
4065,OR,Internal Medicine,0,10068.210000000001,494,Food and Beverage,9253.35,1089.4499999999998,80
4066,NJ,Internal Medicine,0,1672.55,34,Food and Beverage,1381.28,184.39000000000001,3
4067,CO,Family Medicine,0,1688.77,86,Food and Beverage,1497.05,506.25,27
4068,CA,Obstetrics & Gynecology,0,3216.96,121,Food and Beverage,2862.35,278.79,12
4070,IL,Radiology,0,297.7,16,Food and Beverage,297.7,48.64,2
4071,CA,Internal Medicine,0,6614.61,394,Food and Beverage,6501.08,826.2599999999999,67
4072,CA,Pediatrics,0,17142.56,251,Food and Beverage,17039.88,2294.88,30
4073,IN,Internal Medicine,0,5852.2300000000005,386,Food and Beverage,5498.4800000000005,851.31,53
4074,OK,Family Medicine,0,746.97,38,Food and Beverage,696.97,269.27000000000004,11
4075,NJ,Internal Medicine,0,384.06,21,Food and Beverage,308.11,141.51,4
4076,AZ,Psychiatry & Neurology,0,7826.06,445,Food and Beverage,6973.27,4923.17,278
4078,MS,Internal Medicine,0,249328.6,921,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",183430,32503.460000000003,79
4079,CA,Dermatology,0,3132.95,161,Food and Beverage,2917.95,877.5999999999999,57
4080,CO,Internal Medicine,0,1900.47,29,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",1500,897.64,4
4081,NE,Thoracic Surgery (Cardiothoracic Vascular Surgery),0,2208.63,31,Food and Beverage,2208.63,366.12,4
4082,LA,Family Medicine,0,5211.04,367,Food and Beverage,5116.5,367.52999999999986,27
4083,LA,Dermatology,0,1583.55,52,Food and Beverage,1452.74,468.43,15
4084,CA,Internal Medicine,0,6921.11,380,Food and Beverage,6827.64,527.47,26
4085,TX,Surgery,0,2267.02,18,Grant,1432,1474.14,4
4086,IL,Podiatric Medicine & Surgery Service Providers,0,8993.64,102,Travel and Lodging,5013.94,3587.8599999999997,37
4087,IL,Family Medicine,0,1393.42,94,Food and Beverage,1362.21,422.83000000000004,32
4088,TN,Internal Medicine,0,8948.87,270,Food and Beverage,4831.26,2308.94,46
4089,NJ,Family Medicine,0,27890.06,524,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",17400,10107.6,98
4090,VA,Eye and Vision Services Providers,0,688.53,8,Food and Beverage,688.53,159.26,1
4092,IN,Otolaryngology,0,5433.13,95,Food and Beverage,4534.88,1623.95,17
4094,WA,Internal Medicine,0,108312.2,122,Consulting Fee,79500.46,59966.950000000004,34
4095,CA,Emergency Medicine,0,1066.66,23,Food and Beverage,1066.66,223.39,4
4096,CA,Family Medicine,0,16626.52,790,Food and Beverage,16480.76,2009.44,99
4097,PA,Family Medicine,0,3209.98,211,Food and Beverage,3072.78,211.04000000000002,9
4099,CA,Family Medicine,0,8266.91,550,Food and Beverage,8008.12,965.5600000000001,71
4101,NY,Internal Medicine,0,45254.01,608,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",20165,27523.52,81
4102,FL,Ophthalmology,0,4417.17,56,Food and Beverage,4341.87,1813.25,9
4103,TX,Internal Medicine,0,11676.61,435,Food and Beverage,7667.14,2663.75,93
4105,NY,Obstetrics & Gynecology,0,1600.46,109,Food and Beverage,1549.05,173.89000000000001,19
4106,FL,Physical Medicine & Rehabilitation,0,8866.34,72,Food and Beverage,4094.61,4067.39,13
4107,MD,Physical Medicine & Rehabilitation,0,56593.04,408,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",25856.33,9301.81,65
4108,IL,Eye and Vision Services Providers,0,2006.86,55,Food and Beverage,1813.04,503.87999999999994,15
4110,AL,Surgery,0,3616.84,126,Food and Beverage,3294.97,688.77,15
4111,KY,Surgery,0,1578.9,83,Food and Beverage,1578.9,415.13,24
4112,CA,Surgery,1,190884.32,354,Consulting Fee,72075,35758.46000000001,40
4113,CA,Pediatrics,0,1387.29,87,Food and Beverage,1387.29,256.7,12
4114,NJ,Dental Providers,0,5148.14,122,Food and Beverage,3442.26,903.54,19
4116,AL,Surgery,0,15185.98,80,Education,7000,8192.13,25
4117,FL,Obstetrics & Gynecology,0,1665.87,62,Food and Beverage,1638.17,779.6400000000001,31
4118,UT,Internal Medicine,0,23603.53,266,Travel and Lodging,12331.77,6585.5,80
4119,TN,Internal Medicine,0,20494.58,770,Food and Beverage,11111.86,6032.55,107
4120,ND,Obstetrics & Gynecology,0,1021.61,73,Food and Beverage,1009.44,154.37,18
4121,CA,Family Medicine,0,1213.13,70,Food and Beverage,1198.23,354.12,19
4122,TX,Family Medicine,0,2100.32,118,Food and Beverage,2049.94,155.42000000000002,10
4123,NY,Dermatology,0,235023.66,195,Grant,113577.32,105936.14,45
4124,MO,Family Medicine,0,5934.72,550,Food and Beverage,5874.28,1862.51,176
4126,AL,Family Medicine,0,1485.99,102,Food and Beverage,1277.03,354.89,27
4127,CT,Internal Medicine,0,781403.58,2190,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",596344.5,85414.45,97
4128,CA,Internal Medicine,0,35990.89,99,Consulting Fee,23024.65,15779.31,24
4129,CT,Internal Medicine,0,5160,144,Food and Beverage,2637.58,1673.06,11
4130,NY,Pediatrics,0,2952.22,125,Food and Beverage,2405.04,579.24,16
4132,TX,Internal Medicine,0,8384.99,748,Food and Beverage,8300.74,1131.5,84
4134,KY,Obstetrics & Gynecology,0,6797.77,242,Food and Beverage,5499.22,807.6399999999999,55
4136,MO,Hospitalist,0,2708.4900000000002,58,Food and Beverage,2708.4900000000002,937.8499999999999,22
4137,NY,Dermatology,0,5403.13,229,Food and Beverage,5053.13,502.94999999999993,43
4138,TX,Obstetrics & Gynecology,0,11019.89,247,Food and Beverage,6038.15,4564.85,38
4139,MD,Pediatrics,1,2129.77,131,Food and Beverage,2099.82,230.40000000000003,20
4140,MI,Family Medicine,0,6008.95,462,Food and Beverage,5962.07,1587.1200000000001,123
4141,NC,Dental Providers,0,5367.16,21,Education,3200,3788.31,3
4142,CT,Obstetrics & Gynecology,0,1771.73,93,Food and Beverage,1656.22,355.53,14
